population_id,population_kind,case_id,candidate_id,model,sequence_length,phase,mathematical_operation,implementation_kind,exact_endpoint_or_region,proof_unit_bound,legacy_observed_role,legacy_observed_verdict,legacy_flash_verdict,legacy_generalizable_verdict,legacy_evidence,legacy_evidence_only,claim_boundary,formation_local,formation_parameter_gradient,formation_effective_update,first_confirmed_bias_stage,formation_label_source
endpoint::deepseek8b:seq64:forward:226:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:226:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_24,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=568deb0c675c768c89df13233dc0714aa485af7c9d271434a443f752954b9a9b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:227:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:227:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_126,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=2234862842336bae4e53a56a83fc63a7faf896862c80451cdd2961a68b8b6c61,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:230:out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:230:out_ptr0,deepseek8b,64,FORWARD,clone,TRITON,forward:graph0:clone_53,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=2644f5798864c12e18fb4ca11640be9ddd3768ebba278086dc8225de6f4bea52,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:232:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:232:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_127,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=94afcca62aae28ad1bbd68331c551d28292edea162d654c34f7e11de877b277c,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:237:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:237:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_130,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_LOCAL_DIRECTIONAL_DIFFERENCE,,,hypothesis_matrix.json; math_proof_row_sha256=31e070710b919198ab9cb21d949e7bea21872c80e649a0b09b1b7031decef0fa,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:239:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:239:in_out_ptr0,deepseek8b,64,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_53,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=56f9b7f2ab0391b0ef986b86bd78b48317c5ca001bc161d93d3979f88bb08456,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:244:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:244:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_26,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=5df85d739b120b7ebdf64b8c3f5fb72d44b6bfb58682f8f6a8824b6713c47af2,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:245:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:245:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_136,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=5ea3b7437244723ff6fc2aeba840bc27d9acb53ee65e590d3326ce77b4354ea3,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:262:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:262:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_28,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=f030d01c4a3ec6d9742b2ce7c83a6ffacb999134b8d807e8c52b7904ff2bed55,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:263:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:263:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_146,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=85277ac531a3df2dca08b795c51f54d45ec48ebfb19507ab0047624ed9481021,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:27:out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:27:out_ptr0,deepseek8b,64,FORWARD,clone,TRITON,forward:graph0:clone_6,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=d0d2ae1fb7915722b4157c08b5172346652d07ffa68ded6d1692675b2008d06b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:280:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:280:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_30,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=05f0b18275622f8064fd268b3f4e0ba728d6410a9af9f65d8fb1f38108e4eaf8,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:281:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:281:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_156,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=8640b726a12d28f70e67bbcc8d26984b9e9917663e0460e553ece09368785bec,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:28:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:28:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_2,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=aa06b9143f1e414277069df31f56516d563839c06883b29b18c9867a29bfaa50,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:298:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:298:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_32,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=33519ba00d5c706a2d2f7170d8f2d040c8307ca29bd3e05c0fb3067acaa2be1a,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:299:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:299:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_166,true,COHERENT_F_B_BIAS,OBSERVED_T3_COHERENT_COMPLETE_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=40bdb42b6fcf9b4a5b3f16b0cb8975b213699294763c752d1673d0a737671542,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:29:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:29:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_16,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=c0964a255e23dadc4fdc54998901cf15c525d613e2ba1914be1c4b46ead100c5,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:316:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:316:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_34,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=8da7c041cc6072b299225fe663bda260cd86032313dccfdbdad0967a6b311699,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:317:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:317:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_176,true,COHERENT_F_B_BIAS,OBSERVED_T3_COHERENT_COMPLETE_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=76234c96cf82bd9d508c7b240e3e7aeb709090c8a196f63a1681d284121afb12,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:334:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:334:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_36,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=3fc252a8fddb9fabccd0e819d0ed65a5f188dbb7b2210cd68aff330b6fce3913,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:335:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:335:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_186,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=c3b7d3b681ff89ce3abb6f4a6d6e1d510bf9ec64161ecce2dca42ecb98afe510,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:347:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:347:in_out_ptr0,deepseek8b,64,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_77,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=c7cc06ad1045d766798da992e9de8ce6972023e0c2fd47d0220fa3312d17c11e,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:34:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq64:forward:34:in_out_ptr1,deepseek8b,64,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_7,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=7ae1e5c31e8c34c88e442d6a610ca8b61bde9cdfac534e8d75489b95bbd02d3f,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:352:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:352:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_38,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=50b3426b279c5a2f90294bfdacad719f5ea0a7b5163bc7fd7addd75bbbb65f42,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:353:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:353:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_196,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=300bc9cccab7a9c54d10c8d43292dd88831c25d24c50342adc41e4875874a639,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:367:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:367:in_out_ptr0,deepseek8b,64,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_82,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=c70ef9f86507bef3efbdfbbf8a49e44d553c5f87f7edba934fa65e4b2bcea070,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:370:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:370:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_40,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=4dca98b8f08774c4b0ca5370ad6cd81bdfbdd2e5e72dd7dec130b00594549acc,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:371:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:371:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_206,true,COHERENT_F_B_BIAS,OBSERVED_T3_COHERENT_COMPLETE_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=49871a50208d611fdbe5e6888cf34486e3f626c50f2e2c6f47caea22256ceed2,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:388:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:388:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_42,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=8453c7727985233551bb7161ec4fc5f289bdcc01aac3222837bb0498f8cc5528,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:389:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:389:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_216,true,COHERENT_F_B_BIAS,OBSERVED_T3_COHERENT_COMPLETE_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=e24a0d3883bce4e469319fea1adbf904d25cd6cd5af4a99e7577be928f84aeff,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:39:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq64:forward:39:in_out_ptr1,deepseek8b,64,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_8,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=e221046bf03ef304575723ad6caf0d36eeaceed2b167060c52fcf73e9d9837f0,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:403:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:403:in_out_ptr0,deepseek8b,64,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_90,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=d23c19a24f934f675e6c373709846b191c1b4a7c1e532ca47516611d4d1ebd78,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:406:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:406:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_44,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=76692dcaf115dd0f433d481436f5e826534b5087cdb11c52e6d474e722fdffb3,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:407:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:407:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_226,true,COHERENT_F_B_BIAS,OBSERVED_T3_COHERENT_COMPLETE_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=5d4fa90db289e1bdaa691498fa4d4d3125d6ae5d60d534f49d9bb1b7b38ac620,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:423:out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:423:out_ptr0,deepseek8b,64,FORWARD,clone,TRITON,forward:graph0:clone_94,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=e197e0e594bfaa765bc291e56e6adb4fc308f534a61e110df90940bd269c3d17,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:424:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:424:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_46,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=7f2f8fea7f407bd0d4bda4e333e0651deb18ba1be5da461389f86d12ebdc80b2,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:425:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:425:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_236,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=42ef778d74da67778b454f8063ed0e264d928468231b363f0105d20cd2efd53d,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:439:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:439:in_out_ptr0,deepseek8b,64,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_98,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=984091d61cf5226160aab9f3b3598d8c6232a2ff8ea7d67bb92b70b2165693d1,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:442:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:442:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_48,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=d2465842f97c4233344b8198b9097ada9556002395d1edae64a78779d9bbd5b9,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:443:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:443:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_246,true,COHERENT_F_B_BIAS,OBSERVED_T3_COHERENT_COMPLETE_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=ab6d66896bb50cad11decb0efbc97fcc43ddcd96ae9b6d4568b09f4a4661cd05,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:45:out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:45:out_ptr0,deepseek8b,64,FORWARD,clone,TRITON,forward:graph0:clone_10,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=56f94f83128606c72dac90224072bcf00ebc2216bca6e92d24d074ed7e7c0545,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:460:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:460:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_50,true,COHERENT_F_B_BIAS,OBSERVED_T3_COHERENT_COMPLETE_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=34f7eef395f5a082c534fccadcaf9d8ad3a83bc0d713d45e5ee8fd5f188bd8f5,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:461:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:461:in_out_ptr0,deepseek8b,64,FORWARD,add,TRITON,forward:graph0:add_256,true,COHERENT_F_B_BIAS,OBSERVED_T3_COHERENT_COMPLETE_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=54db1a186ec2aee876f6e0c0f6e769321dff68941ce245795107092f2883191b,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:464:out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:464:out_ptr0,deepseek8b,64,FORWARD,clone,TRITON,forward:graph0:clone_105,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=ad79212eb740d6ed42bfca19c266476383fd9d4b496b70ba60b898bbd4d9c314,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:466:in_out_ptr1,ENDPOINT_UNIT,,deepseek8b:seq64:forward:466:in_out_ptr1,deepseek8b,64,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_103,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=4a962d105859ca6055b8d3df0947a9056a1651a8b09b7e9d872ecebcb8ec0060,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:46:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:46:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_4,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=eff2f0ab123833ff28997fec52d375331971462d37497a8392c197f1c2563afa,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:475:in_out_ptr0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:475:in_out_ptr0,deepseek8b,64,FORWARD,rsqrt,TRITON,forward:graph0:rsqrt_106,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=42880d8c0d81c5fb559732884a4987e0e2a2e5fea624f87341239e3982741779,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
endpoint::deepseek8b:seq64:forward:478:output_0,ENDPOINT_UNIT,,deepseek8b:seq64:forward:478:output_0,deepseek8b,64,FORWARD,bmm,EXTERN,forward:graph0:bmm_52,true,NORMAL_REFERENCE,NORMAL_REFERENCE_NO_COHERENT_F_B_CARRIER,,,hypothesis_matrix.json; math_proof_row_sha256=a9f2535fc7bc6a33f4e36b744c4019fee91340dad993317b0018edc300afc336,true,Formation has not been measured; legacy labels are not formation labels.,PENDING,PENDING,PENDING,PENDING,NOT_MEASURED
